"Name deutsch","Name englisch","URL der Einrichtung","Einrichtungsart","DFG Instituts ID","GRID ID","span"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Courant Forschungszentrum Evolution des Sozialverhaltens"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Courant Forschungszentrum Nanospektroskopie und Röntgenbildgebung"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Courant Forschungszentrum Geobiologie"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Courant-Forschungszentrum Textstrukturen"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","DFG Forschungszentrum für Molekularphysiologie des Gehirns"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Erasmus Mundus Programme Euroculture - Society, politics and culture in a global context"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Fakultät für Agrarwissenschaften"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Fakultät für Biologie und Psychologie"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Fakultät für Chemie"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Fakultät für Forstwissenschaften und Waldökologie"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Fakultät für Geowissenschaften und Geographie"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Fakultät für Mathematik und Informatik"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Fakultät für Physik"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Forum für interdisziplinäre Religionsforschung (FiReF)"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Graduiertenschule für Geisteswissenschaften Göttingen (GSGG)"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Göttinger Graduiertenschule für Neurowissenschaften, Biophysik und Molekulare Biowissenschaften (GGNB)"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Hochschulsport Götttingen"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Interdisziplinäres Zentrum für Nachhaltige Entwicklung"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Juristische Fakultät"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Lichtenberg-Kolleg"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Niedersächsische Staats- und Universitätsbibliothek"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Philosophische Fakultät"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Sonderforschungsbereich 1136 Bildung und Religion in Kulturen des Mittelmeerraums und seiner Umwelt von der Antike bis zum Mittelalter und zum Klassischen Islam"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Sozialwissenschaftliche Fakultät"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Theologische Fakultät"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Universitätsmedizin Göttingen (UMG)"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Wirtschaftswissenschaftliche Fakultät"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Zentrale Kustodie"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Zentrum für Antike und Orient"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Zentrum für Biodiversität und Nachhaltige Landnutzung"
"Georg-August-Universität Göttingen","University of Göttingen","www.uni-goettingen.de","Universität",10236,"grid.7450.6","Zentrum für empirische Unterrichts- und Schulforschung (ZeUS)"
"Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung","Georg Eckert Institute for International Textbook Research (GEI)","www.gei.de/home.html","WGL",10701,"grid.461689.4",
"Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung","Georg Eckert Institute for International Textbook Research (GEI)","www.gei.de/home.html","WGL",10701,"grid.461689.4","Abteilung Digitale Informations- und Forschungsinfrastrukturen"
"Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung","Georg Eckert Institute for International Textbook Research (GEI)","www.gei.de/home.html","WGL",10701,"grid.461689.4","Abteilung Mediale Tranformationen"
"Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung","Georg Eckert Institute for International Textbook Research (GEI)","www.gei.de/home.html","WGL",10701,"grid.461689.4","Abteilung Wissen im Umbruch"
"Georg-Speyer-Haus, Institut für Tumorbiologie und experimentelle Therapie","Georg-Speyer-Haus, Institute for Tumor Biology and Experimental Therapy","www.georg-speyer-haus.de","Landesforschung",12964,,
"Georg-Speyer-Haus, Institut für Tumorbiologie und experimentelle Therapie","Georg-Speyer-Haus, Institute for Tumor Biology and Experimental Therapy","www.georg-speyer-haus.de","Landesforschung",12964,,"Arbeitsgruppe Pfitzner"
"Georg-Speyer-Haus, Institut für Tumorbiologie und experimentelle Therapie","Georg-Speyer-Haus, Institute for Tumor Biology and Experimental Therapy","www.georg-speyer-haus.de","Landesforschung",12964,,"Institut für Biomedizinische Forschung"
"George C. Marshall Center - Europäisches Zentrum für Sicherheitsstudien","George C. Marshall Center - European Center for Security Studies","www.marshallcenter.org/mcpublicweb/en/","Sonst. Forschg",399629453,"grid.462321.0",
"George-Huntington-Institut (GHI)","George-Huntington-Institute (GHI)","www.ghi-muenster.de/","Sonst. Forschg",432450157,,
"Georgia Augusta Institute of International Affairs","Georgia Augusta Institute of International Affairs","NULL","Sonst. Forschg",458459114,,
"Geowissenschaftliches Gemeinschaftsobservatorium Schiltach (BFO)","Shared Geoscientific Observatory","www.gpi.kit.edu/BFO.php","Sonst. Forschg",22596,,
"German Graduate School of Management and Law","German Graduate School of Management and Law","www.ggs.de","Weitere HS/FS",198356162,"grid.473592.e",
"German IBD Study Group","German IBD Study Group","www.gisg.eu","Sonst. Forschg",289764139,,
"German Research School for Simulation Sciences GmbH","German Research School for Simulation Sciences","www.grs-sim.de/","Sonst. Forschg",164783108,"grid.434915.e",
"German Stem Cell Network (GSCN)","German Stem Cell Network (GSCN)","www.gscn.org/de/STARTSEITE.aspx","Sonst. Forschg",321601783,,
"Germanisches Nationalmuseum (GNM)","Germanisches Nationalmuseum (GNM)","www.gnm.de","WGL",10566,"grid.461702.6",
"Gesellschaft Deutscher Chemiker e.V. (GDCh)","German Chemical Society (GDCh)","www.gdch.de","Sonst. Forschg",20689158,,
"Gesellschaft Deutscher Chemiker e.V. (GDCh)","German Chemical Society (GDCh)","www.gdch.de","Sonst. Forschg",20689158,,"Fachgruppe Magentische Resonanzspektroskopie"
"Gesellschaft Deutscher Naturforscher und Ärzte e.V. (GDNÄ)",,"www.gdnae.de/","Sonst. N-Forsch.",57669103,,
"Gesellschaft der Freunde und Förderer der HWP e.V.","Society of Friends and Supporters of the HWP (e.V.)","www.gdff.de/","Sonst. Forschg",29204,,
"Gesellschaft für Angewandten Umweltschutz und Sicherheit im Seeverkehr mbH (GAUSS)","Society for Applied Environmental Protection and Safety at Sea (mbH) (GAUSS)","www.bremen.de/visitenkarte/gemeinnuetzige-gesellschaft-fuer-angewandten-umweltschutz-und-sicherheit-im-seeverkehr-mbh-343674","Landesforschung",13376,,
"Gesellschaft für Anlagen- und Reaktorsicherheit","Gesellschaft für Anlagen- und Reaktorsicherheit (GRS)","www.grs.de/","Sonst. Forschg",268247556,"grid.72447.32",
"Gesellschaft für Anlagen- und Reaktorsicherheit","Gesellschaft für Anlagen- und Reaktorsicherheit (GRS)","www.grs.de/","Sonst. Forschg",268247556,"grid.72447.32","Forschungszentrum Garching"
"Gesellschaft für Antiziganismusforschung e.V.","Anti-Gypsyism Research Society (e.V.)","www.antiziganismusforschung.de/","Sonst. Forschg",20735530,,
"Gesellschaft für Epilepsieforschung e.V.","Society for Epilepsy Research","www.epilepsieforschung.de/start.html","Sonst. Forschg",216061732,,
"Gesellschaft für Fertigungstechnik und Entwicklung Schmalkalden e.V.","Society for Production Engineering and Development","www.gfe-net.de","Sonst. Forschg",13031,,
"Gesellschaft für Informatik e.V. (GI)",,"gi.de/","Sonst. Forschg",459716075,,
"Gesellschaft für Kanada-Studien e.V.","Association for Canadian Studies in German-speaking Countries (GKS)","www.kanada-studien.org/","Sonst. Forschg",234339089,,
"Gesellschaft für Kapitalmarktforschung e.V.","Center for Financial Studies","www.ifk-cfs.de/home.html","Landesforschung",13630,,
"Gesellschaft für Medienwissenschaft e.V. (GfM)","Society for Media Studies (GfM e.V.)","gfmedienwissenschaft.de/home","Sonst. Forschg",24325,,
"Gesellschaft für Medizinische Ausbildung (GMA)","Society for Medical Training (GMA)","gesellschaft-medizinische-ausbildung.org/startseite.html","Sonst. Forschg",262224647,,
"Gesellschaft für Musikforschung","Music Research Association (Gesellschaft für Musikforschung)","www.musikforschung.de/","Sonst. Forschg",107068686,"grid.506242.7",
"Gesellschaft für Musikgeschichte in Baden-Württemberg e.V.","Society for the History of Music in Baden-Württemberg","www.gmg-bw.de","Sonst. Forschg",24734,,
"Gesellschaft für Pflanzenbiotechnologie e.V.",,"www.pflanzen-biotechnologie.de","Sonst. Forschg",418191665,,
"Gesellschaft für Reichskammergerichtsforschung e.V.","Society for Imperial Chamber Court Research","www.reichskammergericht.de/","Sonst. Forschg",981879,,
"Gesellschaft für Technische Biologie und Bionik e.V.","Society for Technical Biology and Bionics (e.V.)","www.gtbb.org/","Sonst. Forschg",26049,,
"Gesellschaft für Ursachenforschung bei Verkehrsunfällen e.V.","Society for Research into the Causes of Road Accidents","www.guvu.de","Sonst. Forschg",216082490,,
"Gesellschaft für Verkehrsbetriebswirtschaft und Logistik (GVB) e.V.","Society for Transport Management and Logistics (GVB)","www.gvb-ev.de/","Sonst. Forschg",388545604,,
"Gesellschaft für Wissenschaftliche Datenverarbeitung mbH Göttingen (GWDG)","Association of Scientific Data Processing mbH Göttingen (GWDG)","www.gwdg.de/","Sonst. Forschg",27102,"grid.434972.f",
"Gesellschaft für Wissenschaftliche Datenverarbeitung mbH Göttingen (GWDG)","Association of Scientific Data Processing mbH Göttingen (GWDG)","www.gwdg.de/","Sonst. Forschg",27102,"grid.434972.f","Arbeitsgruppe eScience"
"Gesellschaft für innovative Sozialforschung und Sozialplanung e.V.","Society for Innovative Social Research and Social Planning (GISS e.V.)","www.giss-ev.de/","Sonst. Forschg",62605136,,
"Gesellschaft zur Förderung der Arnold Schönberg Gesamtausgabe e.V.","Society in Support of the Complete Edition of the Writings of Arnold Schönberg (Gesellschaft zur Förderung der Arnold Schönberg Gesamtausgabe e.V.)","www.schoenberg-gesamtausgabe.de/informationen.html","Sonst. Forschg",21848212,,
"Gesellschaft zur Förderung der Krebstherapie e.V.","Society for the Promotion of Cancer Therapy e.V.","www.carus-institut.de/index.php?ID=59","Sonst. Forschg",970755,,
"Gesellschaft zur Förderung der Krebstherapie e.V.","Society for the Promotion of Cancer Therapy e.V.","www.carus-institut.de/index.php?ID=59","Sonst. Forschg",970755,,"Carl Gustav Carus-Institut der Gesellschaft zur Förderung der Krebstherapie e.V."
"Gesellschaft zur Förderung von Medizin-, Bio- und Umwelttechnologien (GMBU)","Association for the Promotion of Bio-, Medical- and Environmental Technologies (GMBU)","www.gmbu.de","Sonst. Forschg",269320301,"grid.500067.4",
"Gesellschaft zur Förderung von Medizin-, Bio- und Umwelttechnologien (GMBU)","Association for the Promotion of Bio-, Medical- and Environmental Technologies (GMBU)","www.gmbu.de","Sonst. Forschg",269320301,"grid.500067.4","Arbeitsgruppe Funktionelle Schichten"
"Gesellschaftswissenschaftliches Institut München für Zukunftsfragen (GIM)","Munich Institute of Sociological Research for Future Studies (GIM)","www.gimuenchen.de/","Sonst. Forschg",333071958,,
"GfKORR Gesellschaft für Korrosionsschutz e.V.","GfKORR Society for Corrosion Protection","gfkorr.de/","Sonst. Forschg",388375118,,
"Global Climate Forum e.V. (GCF)","Global Climate Forum e.V. (GCF)","www.globalclimateforum.org/","Sonst. Forschg",231515554,,
"Global Water System Project  (GWSP IPO)","Global Water System Project (GWSP IPO)","www.gwsp.org/","Sonst. Forschg",33360356,,
"Globales Allgemeines Politik-Institut","Global Public Policy Institute (GPPi)","www.gppi.net/","Sonst. Forschg",68506358,,
"GoBS Hochschule für Wirtschaft und Verwaltung  gemeinnützige Gesellschaft mbH Berlin","GoBS - German open Business School Berlin","www.go-bs.de","Weitere HS/FS",225282346,,
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Buchmann Institute for Molecular Life Sciences"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Center for Scientific Computing (CSC)"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Cluster of Excellence Macromolecular Complexes"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Cornelia Goethe Centrum für Frauenstudien
 und die Erforschung der Geschlechterverhältnisse"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","DFG-Kolleg-Forschergruppe Justitia Amplificata"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Exzellenzcluster  - Die Herausbildung normativer Ordnungen -"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 01 - Rechtswissenschaft"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 02 - Wirtschaftswissenschaften"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 03 - Gesellschaftswissenschaften"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 04 - Erziehungswissenschaften"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 05 - Psychologie und Sportwissenschaften"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 06 - Evangelische Theologie"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 07 - Katholische Theologie"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 08 - Philosophie und Geschichtswissenschaften"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 09 - Sprach- und Kulturwissenschaften"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 10 - Neuere Philologien"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 11 - Geowissenschaften / Geographie"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 12 - Informatik und Mathematik"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 13 - Physik"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 14 - Biochemie, Chemie und Pharmazie"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 15 - Biowissenschaften"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Fachbereich 16 - Medizin"
"Goethe-Universität Frankfurt am Main","Goethe University Frankfurt","www.uni-frankfurt.de/de?locale=de","Universität",10206,"grid.7839.5","Forschungskolleg Humanwissenschaften"
